,Role,2018_2019,2019_2020,2020_2021,2021_2022,2022_2023,2023_2024,2024_2025,Education,Functional Responsibility,Years of Experience,Company,socio_economic
5752,Scientific Data Analyst,79.54,82.08,84.71,87.42,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,CIBER INC,
5753,Scientific Data Analyst,113.08,115.94,118.86,121.91,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,LOCKHEED MARTIN CORPORATION,
5754,Scientific Data Analyst,122.58,126.26,130.05,133.95,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"A-TEK, INC",
5755,Scientific Data Analyst,92.27,95.04,97.89,100.83,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,VISTRONIX INC,
5756,Scientific Data Analyst,73.96,75.36,76.79,78.25,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,DYNAMICS RESEARCH CORPORATION (DRC),
5757,Scientific Data Analyst,99.18,102.16,105.22,108.38,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,PROJECT PERFORMANCE CORPORATION,
5758,Scientific Data Analyst,206.82,212.5,218.35,224.35,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,AQUILENT INC,
5759,Scientific Data Analyst,90.7,93.42,96.22,99.11,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,JACOBS ENGINEERING GROUP INC,
5760,Scientific Data Analyst,86.47,88.63,90.85,93.12,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,SMARTRONIX INC,
5761,Scientific Data Analyst,68.0,70.38,72.85,75.4,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,CGI GROUP INC,
5762,Scientific Data Analyst,161.36,166.21,171.19,176.33,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,ELECTRONIC CONSULTING SERVICES INC (ECS),
5763,Scientific Data Analyst,73.79,75.64,77.53,79.47,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,OMNITEC SOLUTIONS INC,
5764,Scientific Data Analyst,88.05,89.81,91.61,93.44,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"CREATIVE COMPUTING SOLUTIONS, INC",
5765,Scientific Data Analyst,83.32,84.57,85.84,87.13,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,ONPOINT CONSULTING INC,
5766,Scientific Data Analyst,107.5,108.89,110.31,111.74,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"CREATIVE INFORMATION TECHNOLOGY, INC (CITI)",
5767,Scientific Data Analyst,122.61,126.57,130.66,134.88,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,QUALITY SOFTWARE SERVICES INC (QSSI),
5768,Scientific Data Analyst,61.43,63.27,65.17,67.13,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,ICF INTERNATIONAL INC,
5769,Scientific Data Analyst,118.54,121.62,124.91,128.4,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,"AAC, INC",
5770,Scientific Data Analyst,48.25,49.65,51.09,52.57,,,,,"Scientific Data Analyst Provide high level expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data contained within information systems and databases related to public health.",,LGS INNOVATIONS LLC,
